                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                 0.6513,                0.80528,                 1.3151,                0.84669,                0.98295,                0.95031,                0.85165,                0.59963,                 1.0237,                 1.2826,              0.0014393,              0.0014393,              0.0014393
                    141,                 0.7843,                0.83383,                 1.4765,                   0.94,                0.91113,                0.97017,                 0.8844,                0.56607,                0.99444,                 1.2682,              0.0014376,              0.0014376,              0.0014376
                    142,                0.80925,                0.81288,                 1.3537,                0.96933,                0.93305,                0.98134,                0.87424,                 0.5437,                 1.1754,                 1.2433,               0.001436,               0.001436,               0.001436
                    143,                0.78382,                0.80537,                 1.3526,                0.99692,                0.99357,                  0.995,                0.89542,                0.58774,                 1.2297,                  1.298,              0.0014343,              0.0014343,              0.0014343
                    144,                0.64231,                0.72568,                 1.2308,                0.99573,                      1,                  0.995,                0.87888,                0.59256,                 1.1417,                 1.3054,              0.0014327,              0.0014327,              0.0014327
                    145,                 0.7287,                0.72285,                 1.3602,                 0.9955,                      1,                  0.995,                0.90292,                0.53648,                 1.2714,                 1.2367,               0.001431,               0.001431,               0.001431
                    146,                0.62455,                0.65773,                 1.2892,                0.99306,                      1,                  0.995,                0.85823,                0.58525,                 1.3648,                 1.2435,              0.0014294,              0.0014294,              0.0014294
                    147,                  0.656,                0.73466,                 1.3065,                 0.9921,                      1,                  0.995,                0.84725,                0.64073,                 1.2383,                 1.2991,              0.0014277,              0.0014277,              0.0014277
                    148,                0.68404,                0.74993,                 1.3055,                0.98732,                      1,                  0.995,                0.85133,                0.64644,                 1.0878,                 1.2959,              0.0014261,              0.0014261,              0.0014261
                    149,                0.70468,                0.77854,                 1.4028,                0.97216,                      1,                 0.9937,                0.88466,                0.58385,                0.99604,                 1.2392,              0.0014244,              0.0014244,              0.0014244
                    150,                0.78792,                0.77131,                 1.4254,                0.99425,                      1,                  0.995,                0.90269,                0.56792,                0.89919,                 1.2671,              0.0014228,              0.0014228,              0.0014228
                    151,                0.74325,                 0.6927,                 1.3973,                0.99681,                      1,                  0.995,                0.88928,                 0.5322,                0.85447,                 1.2486,              0.0014211,              0.0014211,              0.0014211
                    152,                0.69458,                0.67149,                 1.3295,                0.98901,                      1,                  0.995,                 0.9042,                0.52059,                0.76911,                 1.2329,              0.0014195,              0.0014195,              0.0014195
                    153,                0.62822,                0.64116,                 1.2186,                 0.8898,                0.98597,                0.97963,                 0.8776,                0.56533,                0.78126,                 1.2785,              0.0014178,              0.0014178,              0.0014178
                    154,                0.71124,                0.76326,                 1.3706,                0.99515,                      1,                  0.995,                0.89763,                0.51628,                0.75583,                 1.2227,              0.0014161,              0.0014161,              0.0014161
                    155,                0.73591,                0.70269,                 1.3261,                 0.9969,                      1,                  0.995,                0.88842,                0.57914,                 0.9638,                 1.3163,              0.0014145,              0.0014145,              0.0014145
                    156,                0.77148,                0.75502,                 1.3026,                0.99724,                      1,                  0.995,                0.88684,                 0.5838,                 1.0784,                   1.36,              0.0014128,              0.0014128,              0.0014128
                    157,                0.63722,                0.66893,                 1.2493,                0.99736,                      1,                  0.995,                0.88134,                0.58828,                 1.3722,                  1.397,              0.0014112,              0.0014112,              0.0014112
                    158,                0.68974,                0.71218,                 1.3265,                 0.9966,                      1,                  0.995,                0.87037,                0.59037,                 1.6561,                 1.4125,              0.0014095,              0.0014095,              0.0014095
                    159,                0.71202,                 0.7284,                 1.3542,                0.95818,                      1,                  0.995,                0.87682,                0.57192,                 1.4627,                 1.3902,              0.0014079,              0.0014079,              0.0014079
                    160,                0.71335,                 0.7372,                 1.4137,                0.95331,                0.98947,                  0.995,                0.88397,                0.53206,                 1.1239,                  1.274,              0.0014062,              0.0014062,              0.0014062
                    161,                0.79936,                0.84323,                  1.369,                0.93252,                0.92933,                0.98676,                0.87994,                0.57561,                0.83052,                 1.2976,              0.0014046,              0.0014046,              0.0014046
                    162,                0.76665,                0.77186,                 1.3827,                0.88437,                0.99062,                0.98348,                0.88678,                0.55705,                0.86508,                 1.3005,              0.0014029,              0.0014029,              0.0014029
                    163,                0.73701,                0.80189,                 1.3352,                0.97658,                      1,                  0.995,                0.85997,                0.58346,                  1.166,                 1.3177,              0.0014013,              0.0014013,              0.0014013
                    164,                0.69459,                0.72462,                 1.3967,                0.98901,                      1,                  0.995,                0.86161,                0.56091,                 1.6521,                 1.3009,              0.0013996,              0.0013996,              0.0013996
                    165,                0.66195,                0.65664,                 1.3209,                0.95359,                      1,                0.99211,                0.83039,                0.64213,                  1.811,                 1.3712,               0.001398,               0.001398,               0.001398
                    166,                0.83248,                0.72434,                 1.2848,                0.95415,                0.94643,                0.98907,                0.83459,                0.63325,                 1.7422,                 1.3706,              0.0013963,              0.0013963,              0.0013963
                    167,                0.74397,                0.79412,                 1.2762,                0.98994,                0.99611,                  0.995,                0.87413,                0.58712,                 1.3545,                 1.3377,              0.0013947,              0.0013947,              0.0013947
                    168,                0.75376,                0.77079,                 1.3105,                0.99362,                      1,                  0.995,                0.88738,                 0.5964,                 1.1914,                 1.2955,               0.001393,               0.001393,               0.001393
                    169,                0.67552,                0.67057,                 1.2902,                0.99663,                      1,                  0.995,                0.90105,                0.51386,                0.84457,                 1.1655,              0.0013914,              0.0013914,              0.0013914
                    170,                0.83636,                0.80354,                 1.3812,                0.99653,                      1,                  0.995,                0.92875,                0.43934,                0.68977,                 1.1323,              0.0013897,              0.0013897,              0.0013897
                    171,                0.84207,                0.71579,                 1.3971,                0.99438,                      1,                  0.995,                 0.9195,                 0.4768,                0.70635,                 1.1821,              0.0013881,              0.0013881,              0.0013881
                    172,                0.60966,                0.65511,                 1.2939,                0.99302,                      1,                  0.995,                0.88883,                0.54182,                0.70949,                 1.2392,              0.0013864,              0.0013864,              0.0013864
                    173,                0.74653,                0.69165,                 1.3639,                0.99791,                0.96173,                0.99267,                0.89605,                0.50589,                0.57847,                 1.2114,              0.0013848,              0.0013848,              0.0013848
                    174,                0.66027,                0.70058,                 1.3225,                0.99674,                0.99877,                  0.995,                0.91406,                0.50959,                0.54483,                 1.2217,              0.0013831,              0.0013831,              0.0013831
                    175,                0.63296,                0.64241,                 1.2832,                0.99651,                      1,                  0.995,                0.89325,                0.60168,                0.60303,                 1.3271,              0.0013815,              0.0013815,              0.0013815
                    176,                0.61054,                0.62349,                 1.2391,                0.99653,                      1,                  0.995,                0.89321,                0.57235,                0.62399,                 1.2921,              0.0013798,              0.0013798,              0.0013798
                    177,                0.65925,                0.67338,                 1.2789,                0.99646,                      1,                  0.995,                0.91277,                0.52267,                 0.6279,                 1.2053,              0.0013782,              0.0013782,              0.0013782
                    178,                 0.6517,                0.70825,                  1.225,                0.99697,                      1,                  0.995,                 0.9103,                0.48324,                0.63297,                 1.1502,              0.0013765,              0.0013765,              0.0013765
                    179,                0.66248,                0.64245,                 1.2463,                0.99732,                      1,                  0.995,                0.90623,                0.50608,                 0.6161,                 1.1942,              0.0013749,              0.0013749,              0.0013749
                    180,                 0.6478,                0.65422,                  1.281,                 0.9975,                      1,                  0.995,                0.90626,                0.53178,                0.60987,                 1.2144,              0.0013732,              0.0013732,              0.0013732
                    181,                0.64912,                0.61555,                 1.2321,                 0.9972,                      1,                  0.995,                0.93653,                0.45146,                0.58859,                 1.1278,              0.0013716,              0.0013716,              0.0013716
                    182,                0.61287,                 0.6112,                  1.268,                0.99624,                      1,                  0.995,                0.91731,                0.46187,                0.61606,                 1.1328,              0.0013699,              0.0013699,              0.0013699
                    183,                0.78683,                0.65862,                 1.3744,                0.99658,                      1,                  0.995,                0.91942,                0.46575,                0.61103,                 1.1511,              0.0013683,              0.0013683,              0.0013683
                    184,                0.58676,                0.57637,                 1.1752,                 0.9966,                      1,                  0.995,                0.91299,                 0.4926,                0.58151,                 1.1747,              0.0013666,              0.0013666,              0.0013666
                    185,                0.66734,                0.61761,                 1.3068,                0.99546,                      1,                  0.995,                0.91274,                0.48229,                0.60546,                  1.152,               0.001365,               0.001365,               0.001365
                    186,                0.68398,                0.69802,                 1.3444,                 0.9934,                      1,                  0.995,                0.90975,                0.46728,                0.63126,                 1.1355,              0.0013633,              0.0013633,              0.0013633
                    187,                0.57918,                0.57574,                 1.1896,                0.99555,                      1,                  0.995,                0.93112,                0.41349,                0.60169,                 1.1016,              0.0013617,              0.0013617,              0.0013617
                    188,                0.56609,                0.58739,                 1.2019,                0.99661,                      1,                  0.995,                0.93986,                0.43403,                 0.6388,                 1.1315,                0.00136,                0.00136,                0.00136
                    189,                0.68956,                0.73661,                  1.216,                0.99511,                      1,                  0.995,                0.93254,                0.46047,                0.66844,                  1.145,              0.0013584,              0.0013584,              0.0013584
                    190,                0.61896,                0.57263,                  1.285,                0.98737,                      1,                  0.995,                0.91175,                0.47703,                0.67813,                 1.1194,              0.0013567,              0.0013567,              0.0013567
                    191,                0.68972,                0.58424,                 1.2661,                0.99307,                      1,                  0.995,                0.90538,                0.50309,                0.63464,                 1.1377,              0.0013551,              0.0013551,              0.0013551
                    192,                0.59943,                0.56437,                 1.1854,                0.99315,                      1,                  0.995,                0.91182,                0.47429,                 0.5416,                 1.1221,              0.0013534,              0.0013534,              0.0013534
                    193,                0.63723,                0.61931,                 1.2612,                 0.9944,                      1,                  0.995,                0.89823,                0.50361,                 0.5716,                 1.1351,              0.0013518,              0.0013518,              0.0013518
                    194,                0.59889,                0.65886,                 1.2203,                0.99527,                      1,                  0.995,                 0.8844,                0.53302,                0.59867,                 1.1708,              0.0013501,              0.0013501,              0.0013501
                    195,                0.61505,                0.61606,                 1.2282,                0.99728,                      1,                  0.995,                 0.9081,                0.49819,                 0.6756,                 1.1844,              0.0013485,              0.0013485,              0.0013485
                    196,                0.57899,                0.59645,                 1.2889,                0.99764,                0.99919,                  0.995,                 0.9176,                0.45639,                0.92817,                 1.1763,              0.0013468,              0.0013468,              0.0013468
                    197,                0.58347,                0.61432,                 1.2401,                0.99275,                0.98214,                0.99448,                0.89919,                0.45847,                 1.1562,                 1.1827,              0.0013452,              0.0013452,              0.0013452
                    198,                0.60805,                0.61389,                  1.277,                0.98006,                0.98214,                0.99273,                 0.9018,                0.46051,                 1.2169,                 1.1966,              0.0013435,              0.0013435,              0.0013435
                    199,                 0.5196,                0.55774,                 1.1642,                0.97475,                0.99803,                  0.995,                0.90942,                0.46753,                 1.0157,                 1.2144,              0.0013419,              0.0013419,              0.0013419
                    200,                0.56727,                0.54211,                 1.1865,                0.99293,                      1,                  0.995,                0.90251,                0.48631,                0.91129,                 1.2235,              0.0013402,              0.0013402,              0.0013402
                    201,                0.65263,                 0.5926,                 1.1921,                 0.9876,                      1,                  0.995,                0.89622,                0.54079,                0.83234,                 1.2651,              0.0013386,              0.0013386,              0.0013386
                    202,                0.67976,                0.57045,                 1.2687,                0.96784,                0.97754,                  0.995,                  0.923,                0.49609,                0.73048,                 1.2178,              0.0013369,              0.0013369,              0.0013369
                    203,                0.58599,                0.58952,                 1.2533,                 0.9283,                      1,                  0.995,                0.91246,                0.46485,                0.65087,                 1.1732,              0.0013353,              0.0013353,              0.0013353
                    204,                0.68328,                 0.6572,                 1.3502,                0.98383,                0.99509,                  0.995,                0.88463,                0.53746,                0.61801,                 1.2168,              0.0013336,              0.0013336,              0.0013336
                    205,                 0.7206,                 0.6183,                 1.2045,                0.99151,                      1,                  0.995,                0.90785,                0.49584,                0.56559,                 1.1797,               0.001332,               0.001332,               0.001332
                    206,                0.61446,                0.56537,                 1.2396,                0.99389,                      1,                  0.995,                0.92108,                0.49927,                0.55289,                 1.1877,              0.0013303,              0.0013303,              0.0013303
                    207,                0.71706,                0.63455,                 1.3924,                0.99634,                      1,                  0.995,                0.91031,                0.51752,                0.51083,                 1.1812,              0.0013287,              0.0013287,              0.0013287
                    208,                0.67323,                0.56892,                 1.2381,                0.99646,                      1,                  0.995,                 0.9143,                0.48512,                0.47321,                 1.1366,               0.001327,               0.001327,               0.001327
                    209,                0.56014,                0.51147,                 1.1764,                0.99655,                      1,                  0.995,                0.91447,                0.45325,                0.44954,                 1.1033,              0.0013254,              0.0013254,              0.0013254
                    210,                0.54429,                0.56471,                 1.1718,                0.99745,                      1,                  0.995,                0.91823,                0.47321,                0.43394,                 1.1156,              0.0013237,              0.0013237,              0.0013237
                    211,                 0.6156,                0.54724,                 1.2284,                0.99781,                      1,                  0.995,                0.91808,                0.47109,                0.43664,                 1.1219,              0.0013221,              0.0013221,              0.0013221
                    212,                0.59535,                0.56117,                 1.2282,                0.99744,                      1,                  0.995,                0.93877,                0.43891,                 0.4409,                 1.1287,              0.0013204,              0.0013204,              0.0013204
                    213,                0.62094,                0.55452,                 1.3095,                 0.9942,                      1,                  0.995,                0.92401,                0.49007,                0.54681,                 1.2101,              0.0013188,              0.0013188,              0.0013188
                    214,                0.66237,                0.60931,                 1.2773,                0.95443,                      1,                  0.995,                0.90305,                0.53209,                 0.7479,                 1.2573,              0.0013171,              0.0013171,              0.0013171
                    215,                0.56136,                0.56785,                 1.1754,                0.99127,                      1,                  0.995,                0.92119,                0.47479,                0.83676,                   1.18,              0.0013155,              0.0013155,              0.0013155
                    216,                0.60093,                0.55208,                  1.225,                0.99574,                      1,                  0.995,                0.94163,                0.44401,                0.78375,                  1.128,              0.0013138,              0.0013138,              0.0013138
                    217,                0.58934,                0.54353,                 1.2491,                0.99668,                      1,                  0.995,                0.93444,                0.43478,                 0.8021,                  1.128,              0.0013122,              0.0013122,              0.0013122
                    218,                0.63444,                0.53871,                 1.2815,                0.99659,                      1,                  0.995,                0.93222,                0.43121,                0.69111,                 1.1248,              0.0013105,              0.0013105,              0.0013105
                    219,                0.62632,                0.56285,                 1.2136,                0.99665,                      1,                  0.995,                0.94795,                0.42492,                 0.6148,                 1.1247,              0.0013089,              0.0013089,              0.0013089
                    220,                0.58412,                0.53875,                 1.2911,                0.99527,                      1,                  0.995,                 0.9381,                0.49134,                0.57702,                 1.1751,              0.0013072,              0.0013072,              0.0013072
                    221,                0.64134,                0.53679,                 1.2743,                0.99347,                      1,                  0.995,                0.90401,                0.56022,                0.55091,                 1.2534,              0.0013056,              0.0013056,              0.0013056
                    222,                0.59148,                0.52295,                 1.2575,                 0.9911,                      1,                  0.995,                0.91984,                0.50059,                0.50304,                 1.1865,              0.0013039,              0.0013039,              0.0013039
                    223,                0.56475,                0.51572,                 1.1925,                0.98809,                0.99914,                  0.995,                0.95086,                0.43102,                0.51384,                 1.1217,              0.0013023,              0.0013023,              0.0013023
                    224,                0.55265,                 0.5994,                 1.1098,                0.99218,                0.99985,                  0.995,                0.91867,                0.45631,                0.52297,                 1.1376,              0.0013006,              0.0013006,              0.0013006
                    225,                0.58768,                0.52543,                  1.245,                0.99719,                      1,                  0.995,                0.91416,                0.48305,                0.48677,                 1.1432,               0.001299,               0.001299,               0.001299
                    226,                0.58926,                 0.5542,                  1.209,                0.89742,                0.95886,                  0.995,                0.90635,                0.47623,                0.63741,                  1.143,              0.0012973,              0.0012973,              0.0012973
                    227,                0.53876,                0.53388,                 1.1138,                 0.8232,                0.89748,                0.98879,                0.92534,                0.45647,                0.85173,                 1.1488,              0.0012957,              0.0012957,              0.0012957
                    228,                0.68648,                0.68887,                 1.2851,                0.94564,                0.95021,                  0.995,                0.93063,                0.44802,                0.65595,                 1.1345,               0.001294,               0.001294,               0.001294
                    229,                  0.612,                0.57532,                 1.2225,                0.99648,                      1,                  0.995,                0.92705,                 0.4262,                0.68785,                 1.1084,              0.0012924,              0.0012924,              0.0012924
                    230,                0.58759,                 0.5489,                  1.236,                0.99743,                      1,                  0.995,                 0.9219,                0.41887,                0.76869,                 1.1038,              0.0012907,              0.0012907,              0.0012907
                    231,                 0.6056,                0.52894,                 1.2254,                0.99694,                      1,                  0.995,                0.92596,                0.40616,                0.81138,                 1.0937,              0.0012891,              0.0012891,              0.0012891
                    232,                0.54862,                0.51716,                  1.195,                0.99455,                      1,                  0.995,                0.92828,                0.39944,                0.84606,                 1.0706,              0.0012874,              0.0012874,              0.0012874
                    233,                0.52629,                 0.5243,                 1.2047,                0.98667,                      1,                  0.995,                0.94143,                0.40834,                0.99215,                  1.086,              0.0012858,              0.0012858,              0.0012858
                    234,                0.53991,                0.53263,                 1.1479,                0.98108,                      1,                  0.995,                0.92998,                0.43796,                 1.0271,                 1.1369,              0.0012841,              0.0012841,              0.0012841
                    235,                0.58005,                0.54767,                 1.2375,                0.99351,                      1,                  0.995,                0.93445,                0.48308,                 0.9599,                 1.1926,              0.0012825,              0.0012825,              0.0012825
                    236,                0.61692,                0.56684,                 1.1914,                0.99645,                      1,                  0.995,                0.90111,                0.51316,                0.81085,                 1.1969,              0.0012808,              0.0012808,              0.0012808
                    237,                0.51791,                0.55566,                 1.1527,                0.99689,                      1,                  0.995,                0.90571,                0.49474,                0.74422,                 1.1638,              0.0012792,              0.0012792,              0.0012792
                    238,                0.53081,                0.49762,                 1.1756,                 0.9972,                      1,                  0.995,                0.94724,                0.45992,                 0.7516,                 1.1276,              0.0012775,              0.0012775,              0.0012775
                    239,                0.54233,                0.51773,                 1.1975,                0.99756,                      1,                  0.995,                0.95582,                0.42567,                0.80641,                 1.0947,              0.0012759,              0.0012759,              0.0012759
                    240,                0.53965,                0.50802,                 1.1912,                0.99776,                      1,                  0.995,                0.94254,                0.42781,                0.78959,                 1.0861,              0.0012742,              0.0012742,              0.0012742
                    241,                0.53322,                0.50964,                 1.1339,                0.99785,                      1,                  0.995,                0.92837,                0.41812,                0.77026,                  1.085,              0.0012726,              0.0012726,              0.0012726
                    242,                0.51262,                0.52964,                 1.1326,                0.99748,                      1,                  0.995,                 0.9584,                0.36795,                0.61002,                 1.0529,              0.0012709,              0.0012709,              0.0012709
                    243,                0.54633,                0.51107,                 1.2093,                0.99732,                      1,                  0.995,                0.95111,                0.37186,                0.48906,                 1.0436,              0.0012693,              0.0012693,              0.0012693
                    244,                0.55552,                0.50436,                 1.2229,                0.99703,                      1,                  0.995,                0.94531,                0.38814,                0.42981,                 1.0574,              0.0012676,              0.0012676,              0.0012676
                    245,                0.47082,                0.50548,                 1.0997,                0.99217,                0.99754,                  0.995,                0.93142,                0.42167,                0.43752,                 1.1012,               0.001266,               0.001266,               0.001266
                    246,                0.63006,                0.55662,                 1.2459,                0.99132,                0.99849,                  0.995,                0.93801,                0.40396,                0.43681,                 1.0961,              0.0012643,              0.0012643,              0.0012643
                    247,                0.53347,                0.51184,                 1.1503,                0.99718,                      1,                  0.995,                0.94153,                0.41415,                0.42741,                 1.0791,              0.0012627,              0.0012627,              0.0012627
                    248,                 0.5671,                0.48723,                 1.1846,                 0.9973,                      1,                  0.995,                0.92574,                0.41367,                0.42401,                 1.0666,               0.001261,               0.001261,               0.001261
                    249,                0.60827,                0.52895,                 1.2581,                0.99681,                      1,                  0.995,                0.94579,                 0.3895,                0.39649,                 1.0537,              0.0012594,              0.0012594,              0.0012594
                    250,                0.48778,                0.50681,                  1.135,                0.99699,                      1,                  0.995,                0.95243,                0.38715,                0.43402,                 1.0492,              0.0012577,              0.0012577,              0.0012577
                    251,                0.57599,                0.52018,                 1.2163,                 0.9965,                      1,                  0.995,                0.96785,                0.36767,                0.42121,                 1.0284,              0.0012561,              0.0012561,              0.0012561
                    252,                0.52614,                0.48978,                 1.1615,                0.99595,                      1,                  0.995,                0.95372,                0.38782,                 0.4589,                 1.0406,              0.0012544,              0.0012544,              0.0012544
                    253,                0.49673,                0.49923,                 1.1492,                0.99615,                      1,                  0.995,                0.95085,                0.38807,                0.43768,                 1.0324,              0.0012528,              0.0012528,              0.0012528
                    254,                0.56182,                0.51275,                 1.1926,                0.99635,                      1,                  0.995,                0.94275,                0.40617,                0.42628,                 1.0464,              0.0012511,              0.0012511,              0.0012511
                    255,                0.52146,                0.46912,                 1.1134,                0.99729,                      1,                  0.995,                0.94908,                0.37893,                  0.382,                 1.0279,              0.0012495,              0.0012495,              0.0012495
                    256,                 0.5556,                0.49477,                 1.1758,                0.99771,                      1,                  0.995,                0.93989,                0.39013,                0.38193,                 1.0272,              0.0012478,              0.0012478,              0.0012478
                    257,                0.54554,                0.48902,                 1.1515,                0.99763,                      1,                  0.995,                0.94934,                 0.3939,                0.39855,                 1.0271,              0.0012462,              0.0012462,              0.0012462
                    258,                0.52966,                0.48749,                  1.116,                0.99741,                      1,                  0.995,                0.96169,                0.35606,                0.38289,                 1.0204,              0.0012445,              0.0012445,              0.0012445
                    259,                0.58227,                0.48748,                 1.1637,                0.99723,                      1,                  0.995,                0.96349,                0.34194,                0.35089,                 1.0237,              0.0012429,              0.0012429,              0.0012429
                    260,                 0.4615,                0.44536,                 1.0608,                0.99718,                      1,                  0.995,                0.96314,                0.35321,                0.39899,                 1.0267,              0.0012412,              0.0012412,              0.0012412
                    261,                0.58488,                0.50629,                 1.2647,                 0.9972,                      1,                  0.995,                0.94104,                0.38213,                0.44431,                  1.033,              0.0012396,              0.0012396,              0.0012396
                    262,                0.52218,                 0.4738,                 1.1402,                0.99757,                      1,                  0.995,                0.93846,                0.37284,                0.49596,                 1.0352,              0.0012379,              0.0012379,              0.0012379
                    263,                0.46886,                0.46278,                 1.0843,                0.99767,                      1,                  0.995,                0.94975,                0.36264,                0.43483,                 1.0337,              0.0012363,              0.0012363,              0.0012363
                    264,                0.47416,                0.48845,                 1.1483,                0.99753,                      1,                  0.995,                0.94177,                0.37048,                 0.3607,                  1.028,              0.0012346,              0.0012346,              0.0012346
                    265,                0.51077,                0.51111,                 1.2538,                0.99747,                      1,                  0.995,                0.95079,                0.35779,                0.33035,                 1.0251,               0.001233,               0.001233,               0.001233
                    266,                0.50091,                0.45245,                 1.1577,                0.99749,                      1,                  0.995,                0.95713,                 0.3647,                0.36332,                  1.032,              0.0012313,              0.0012313,              0.0012313
                    267,                0.48641,                0.43967,                 1.1089,                0.99757,                      1,                  0.995,                0.95102,                0.37511,                  0.373,                 1.0547,              0.0012297,              0.0012297,              0.0012297
                    268,                0.50249,                0.47866,                 1.1273,                0.99755,                      1,                  0.995,                0.95212,                0.38923,                0.37566,                 1.0734,               0.001228,               0.001228,               0.001228
                    269,                0.45016,                0.49586,                 1.0775,                0.99758,                      1,                  0.995,                0.94692,                0.39076,                0.37361,                 1.0756,              0.0012264,              0.0012264,              0.0012264
                    270,                0.46743,                0.41735,                 1.1062,                0.99763,                      1,                  0.995,                0.95013,                0.37624,                0.40605,                 1.0531,              0.0012247,              0.0012247,              0.0012247
                    271,                0.49887,                0.48377,                 1.1011,                 0.9979,                      1,                  0.995,                0.96234,                0.37247,                0.43263,                 1.0469,              0.0012231,              0.0012231,              0.0012231
                    272,                0.47721,                0.42936,                 1.0921,                0.99649,                      1,                  0.995,                0.95195,                0.40726,                0.40704,                 1.0697,              0.0012214,              0.0012214,              0.0012214
                    273,                0.49697,                0.48762,                 1.0811,                0.99462,                      1,                  0.995,                0.96408,                0.38316,                0.37948,                 1.0499,              0.0012198,              0.0012198,              0.0012198
                    274,                0.52849,                0.47038,                 1.1481,                0.99719,                      1,                  0.995,                 0.9532,                0.38434,                0.35014,                   1.03,              0.0012181,              0.0012181,              0.0012181
                    275,                 0.5526,                0.52887,                 1.1773,                0.99798,                      1,                  0.995,                0.94396,                0.40652,                0.36979,                  1.038,              0.0012165,              0.0012165,              0.0012165
                    276,                0.60395,                0.46565,                 1.1098,                0.99804,                      1,                  0.995,                 0.9627,                0.34291,                0.36089,                 1.0103,              0.0012148,              0.0012148,              0.0012148
                    277,                0.54282,                0.45384,                 1.2385,                0.99806,                      1,                  0.995,                0.95301,                0.34706,                0.34362,                 1.0323,              0.0012132,              0.0012132,              0.0012132
                    278,                0.55718,                0.43696,                 1.1953,                0.99801,                      1,                  0.995,                 0.9659,                0.35757,                0.34315,                 1.0601,              0.0012115,              0.0012115,              0.0012115
                    279,                0.59201,                0.49514,                 1.2799,                0.99805,                      1,                  0.995,                0.95288,                0.34887,                0.34131,                 1.0499,              0.0012099,              0.0012099,              0.0012099
                    280,                0.45274,                 0.4736,                 1.0502,                0.99786,                      1,                  0.995,                0.96233,                0.33007,                0.33645,                 1.0358,              0.0012082,              0.0012082,              0.0012082
                    281,                0.53289,                0.49188,                 1.1315,                0.99692,                      1,                  0.995,                0.97177,                 0.3499,                0.33546,                 1.0336,              0.0012066,              0.0012066,              0.0012066
                    282,                0.48955,                 0.4266,                 1.1869,                0.99441,                      1,                  0.995,                0.96478,                0.35877,                0.35456,                 1.0262,              0.0012049,              0.0012049,              0.0012049
                    283,                 0.4868,                0.45474,                 1.1483,                0.99347,                      1,                  0.995,                0.95919,                0.36853,                0.37886,                 1.0245,              0.0012033,              0.0012033,              0.0012033
                    284,                0.53091,                0.49223,                 1.1728,                0.99375,                      1,                  0.995,                0.95368,                0.37897,                0.37413,                 1.0381,              0.0012016,              0.0012016,              0.0012016
                    285,                0.53677,                0.47803,                 1.1922,                0.99564,                      1,                  0.995,                0.96427,                0.36062,                0.35253,                 1.0427,                 0.0012,                 0.0012,                 0.0012
                    286,                0.47416,                0.43139,                 1.1478,                0.99619,                      1,                  0.995,                0.98157,                0.34951,                0.32764,                 1.0366,              0.0011983,              0.0011983,              0.0011983
                    287,                0.43616,                0.40537,                 1.0401,                0.99683,                      1,                  0.995,                0.98906,                 0.3214,                0.30955,                 1.0208,              0.0011967,              0.0011967,              0.0011967
                    288,                0.52969,                0.46376,                  1.165,                 0.9977,                      1,                  0.995,                 0.9815,                0.31605,                 0.3243,                 1.0085,               0.001195,               0.001195,               0.001195
                    289,                0.51543,                0.44889,                 1.1644,                0.99804,                      1,                  0.995,                0.97665,                 0.3496,                0.33323,                 1.0098,              0.0011934,              0.0011934,              0.0011934
                    290,                 0.4869,                0.40814,                 1.0765,                0.99807,                      1,                  0.995,                0.97295,                0.32731,                0.33782,                 1.0056,              0.0011917,              0.0011917,              0.0011917
                    291,                0.51884,                  0.469,                 1.1501,                0.99743,                      1,                  0.995,                0.97904,                0.32005,                0.32278,                 1.0094,              0.0011901,              0.0011901,              0.0011901
                    292,                0.50847,                0.44924,                 1.0855,                0.99755,                      1,                  0.995,                0.95625,                 0.3491,                0.34014,                 1.0175,              0.0011884,              0.0011884,              0.0011884
                    293,                0.56616,                 0.4875,                 1.1757,                0.99762,                      1,                  0.995,                0.95094,                0.39106,                0.34559,                 1.0301,              0.0011868,              0.0011868,              0.0011868
                    294,                0.44683,                0.38853,                 1.0458,                 0.9977,                      1,                  0.995,                0.93887,                0.42313,                0.36192,                  1.042,              0.0011851,              0.0011851,              0.0011851
                    295,                0.52867,                0.43522,                 1.0669,                0.99734,                      1,                  0.995,                0.95841,                0.37069,                0.34442,                 1.0148,              0.0011835,              0.0011835,              0.0011835
                    296,                0.43153,                0.40655,                 1.0699,                0.99466,                      1,                  0.995,                0.96999,                0.34561,                0.34408,                 1.0244,              0.0011818,              0.0011818,              0.0011818
                    297,                0.43427,                0.43055,                 1.0481,                0.98256,                      1,                  0.995,                 0.9635,                0.36486,                0.40784,                 1.0293,              0.0011802,              0.0011802,              0.0011802
                    298,                0.47844,                0.44529,                 1.1514,                0.87797,                      1,                  0.995,                0.92546,                0.40588,                0.51135,                 1.0194,              0.0011785,              0.0011785,              0.0011785
                    299,                0.54466,                0.46087,                 1.1704,                0.98408,                      1,                  0.995,                0.92784,                0.40494,                0.45548,                  1.011,              0.0011769,              0.0011769,              0.0011769
                    300,                0.51611,                0.42493,                 1.1672,                0.99693,                      1,                  0.995,                 0.9455,                0.34491,                0.36934,                 0.9839,              0.0011752,              0.0011752,              0.0011752
                    301,                 0.5711,                0.50051,                 1.2168,                 0.9972,                      1,                  0.995,                 0.9578,                0.34066,                 0.3384,                0.98742,              0.0011736,              0.0011736,              0.0011736
